index,value,geometry
529,40,"POLYGON ((121.0818994528433 14.63317564454415, 121.0818994528433 14.63407496490787, 121.082828857013 14.63407496490787, 121.082828857013 14.63317564454415, 121.0818994528433 14.63317564454415))"
530,42,"POLYGON ((121.0818994528433 14.63407496490787, 121.0818994528433 14.6349742852716, 121.082828857013 14.6349742852716, 121.082828857013 14.63407496490787, 121.0818994528433 14.63407496490787))"
531,50,"POLYGON ((121.0818994528433 14.6349742852716, 121.0818994528433 14.63587360563532, 121.082828857013 14.63587360563532, 121.082828857013 14.6349742852716, 121.0818994528433 14.6349742852716))"
532,58,"POLYGON ((121.0818994528433 14.63587360563532, 121.0818994528433 14.63677292599905, 121.082828857013 14.63677292599905, 121.082828857013 14.63587360563532, 121.0818994528433 14.63587360563532))"
533,60,"POLYGON ((121.0818994528433 14.63677292599905, 121.0818994528433 14.63767224636277, 121.082828857013 14.63767224636277, 121.082828857013 14.63677292599905, 121.0818994528433 14.63677292599905))"
534,61,"POLYGON ((121.0818994528433 14.63767224636277, 121.0818994528433 14.6385715667265, 121.082828857013 14.6385715667265, 121.082828857013 14.63767224636277, 121.0818994528433 14.63767224636277))"
535,64,"POLYGON ((121.0818994528433 14.6385715667265, 121.0818994528433 14.63947088709022, 121.082828857013 14.63947088709022, 121.082828857013 14.6385715667265, 121.0818994528433 14.6385715667265))"
536,61,"POLYGON ((121.0818994528433 14.63947088709022, 121.0818994528433 14.64037020745395, 121.082828857013 14.64037020745395, 121.082828857013 14.63947088709022, 121.0818994528433 14.63947088709022))"
537,62,"POLYGON ((121.0818994528433 14.64037020745395, 121.0818994528433 14.64126952781767, 121.082828857013 14.64126952781767, 121.082828857013 14.64037020745395, 121.0818994528433 14.64037020745395))"
538,62,"POLYGON ((121.0818994528433 14.64126952781767, 121.0818994528433 14.6421688481814, 121.082828857013 14.6421688481814, 121.082828857013 14.64126952781767, 121.0818994528433 14.64126952781767))"
578,8,"POLYGON ((121.082828857013 14.61968583908827, 121.082828857013 14.62058515945199, 121.0837582611826 14.62058515945199, 121.0837582611826 14.61968583908827, 121.082828857013 14.61968583908827))"
579,11,"POLYGON ((121.082828857013 14.62058515945199, 121.082828857013 14.62148447981572, 121.0837582611826 14.62148447981572, 121.0837582611826 14.62058515945199, 121.082828857013 14.62058515945199))"
580,12,"POLYGON ((121.082828857013 14.62148447981572, 121.082828857013 14.62238380017944, 121.0837582611826 14.62238380017944, 121.0837582611826 14.62148447981572, 121.082828857013 14.62148447981572))"
581,17,"POLYGON ((121.082828857013 14.62238380017944, 121.082828857013 14.62328312054317, 121.0837582611826 14.62328312054317, 121.0837582611826 14.62238380017944, 121.082828857013 14.62238380017944))"
582,19,"POLYGON ((121.082828857013 14.62328312054317, 121.082828857013 14.62418244090689, 121.0837582611826 14.62418244090689, 121.0837582611826 14.62328312054317, 121.082828857013 14.62328312054317))"
583,14,"POLYGON ((121.082828857013 14.62418244090689, 121.082828857013 14.62508176127062, 121.0837582611826 14.62508176127062, 121.0837582611826 14.62418244090689, 121.082828857013 14.62418244090689))"
584,11,"POLYGON ((121.082828857013 14.62508176127062, 121.082828857013 14.62598108163434, 121.0837582611826 14.62598108163434, 121.0837582611826 14.62508176127062, 121.082828857013 14.62508176127062))"
585,11,"POLYGON ((121.082828857013 14.62598108163434, 121.082828857013 14.62688040199807, 121.0837582611826 14.62688040199807, 121.0837582611826 14.62598108163434, 121.082828857013 14.62598108163434))"
586,16,"POLYGON ((121.082828857013 14.62688040199807, 121.082828857013 14.62777972236179, 121.0837582611826 14.62777972236179, 121.0837582611826 14.62688040199807, 121.082828857013 14.62688040199807))"
587,14,"POLYGON ((121.082828857013 14.62777972236179, 121.082828857013 14.62867904272552, 121.0837582611826 14.62867904272552, 121.0837582611826 14.62777972236179, 121.082828857013 14.62777972236179))"
588,15,"POLYGON ((121.082828857013 14.62867904272552, 121.082828857013 14.62957836308924, 121.0837582611826 14.62957836308924, 121.0837582611826 14.62867904272552, 121.082828857013 14.62867904272552))"
589,16,"POLYGON ((121.082828857013 14.62957836308924, 121.082828857013 14.63047768345297, 121.0837582611826 14.63047768345297, 121.0837582611826 14.62957836308924, 121.082828857013 14.62957836308924))"
590,21,"POLYGON ((121.082828857013 14.63047768345297, 121.082828857013 14.6313770038167, 121.0837582611826 14.6313770038167, 121.0837582611826 14.63047768345297, 121.082828857013 14.63047768345297))"
591,23,"POLYGON ((121.082828857013 14.6313770038167, 121.082828857013 14.63227632418042, 121.0837582611826 14.63227632418042, 121.0837582611826 14.6313770038167, 121.082828857013 14.6313770038167))"
592,25,"POLYGON ((121.082828857013 14.63227632418042, 121.082828857013 14.63317564454415, 121.0837582611826 14.63317564454415, 121.0837582611826 14.63227632418042, 121.082828857013 14.63227632418042))"
593,29,"POLYGON ((121.082828857013 14.63317564454415, 121.082828857013 14.63407496490787, 121.0837582611826 14.63407496490787, 121.0837582611826 14.63317564454415, 121.082828857013 14.63317564454415))"
594,34,"POLYGON ((121.082828857013 14.63407496490787, 121.082828857013 14.6349742852716, 121.0837582611826 14.6349742852716, 121.0837582611826 14.63407496490787, 121.082828857013 14.63407496490787))"
595,42,"POLYGON ((121.082828857013 14.6349742852716, 121.082828857013 14.63587360563532, 121.0837582611826 14.63587360563532, 121.0837582611826 14.6349742852716, 121.082828857013 14.6349742852716))"
596,57,"POLYGON ((121.082828857013 14.63587360563532, 121.082828857013 14.63677292599905, 121.0837582611826 14.63677292599905, 121.0837582611826 14.63587360563532, 121.082828857013 14.63587360563532))"
597,58,"POLYGON ((121.082828857013 14.63677292599905, 121.082828857013 14.63767224636277, 121.0837582611826 14.63767224636277, 121.0837582611826 14.63677292599905, 121.082828857013 14.63677292599905))"
598,59,"POLYGON ((121.082828857013 14.63767224636277, 121.082828857013 14.6385715667265, 121.0837582611826 14.6385715667265, 121.0837582611826 14.63767224636277, 121.082828857013 14.63767224636277))"
599,61,"POLYGON ((121.082828857013 14.6385715667265, 121.082828857013 14.63947088709022, 121.0837582611826 14.63947088709022, 121.0837582611826 14.6385715667265, 121.082828857013 14.6385715667265))"
600,65,"POLYGON ((121.082828857013 14.63947088709022, 121.082828857013 14.64037020745395, 121.0837582611826 14.64037020745395, 121.0837582611826 14.63947088709022, 121.082828857013 14.63947088709022))"
601,63,"POLYGON ((121.082828857013 14.64037020745395, 121.082828857013 14.64126952781767, 121.0837582611826 14.64126952781767, 121.0837582611826 14.64037020745395, 121.082828857013 14.64037020745395))"
602,66,"POLYGON ((121.082828857013 14.64126952781767, 121.082828857013 14.6421688481814, 121.0837582611826 14.6421688481814, 121.0837582611826 14.64126952781767, 121.082828857013 14.64126952781767))"
603,67,"POLYGON ((121.082828857013 14.6421688481814, 121.082828857013 14.64306816854512, 121.0837582611826 14.64306816854512, 121.0837582611826 14.6421688481814, 121.082828857013 14.6421688481814))"
644,10,"POLYGON ((121.0837582611826 14.62148447981572, 121.0837582611826 14.62238380017944, 121.0846876653523 14.62238380017944, 121.0846876653523 14.62148447981572, 121.0837582611826 14.62148447981572))"
645,11,"POLYGON ((121.0837582611826 14.62238380017944, 121.0837582611826 14.62328312054317, 121.0846876653523 14.62328312054317, 121.0846876653523 14.62238380017944, 121.0837582611826 14.62238380017944))"
646,2,"POLYGON ((121.0837582611826 14.62328312054317, 121.0837582611826 14.62418244090689, 121.0846876653523 14.62418244090689, 121.0846876653523 14.62328312054317, 121.0837582611826 14.62328312054317))"
647,4,"POLYGON ((121.0837582611826 14.62418244090689, 121.0837582611826 14.62508176127062, 121.0846876653523 14.62508176127062, 121.0846876653523 14.62418244090689, 121.0837582611826 14.62418244090689))"
648,5,"POLYGON ((121.0837582611826 14.62508176127062, 121.0837582611826 14.62598108163434, 121.0846876653523 14.62598108163434, 121.0846876653523 14.62508176127062, 121.0837582611826 14.62508176127062))"
649,16,"POLYGON ((121.0837582611826 14.62598108163434, 121.0837582611826 14.62688040199807, 121.0846876653523 14.62688040199807, 121.0846876653523 14.62598108163434, 121.0837582611826 14.62598108163434))"
650,15,"POLYGON ((121.0837582611826 14.62688040199807, 121.0837582611826 14.62777972236179, 121.0846876653523 14.62777972236179, 121.0846876653523 14.62688040199807, 121.0837582611826 14.62688040199807))"
651,18,"POLYGON ((121.0837582611826 14.62777972236179, 121.0837582611826 14.62867904272552, 121.0846876653523 14.62867904272552, 121.0846876653523 14.62777972236179, 121.0837582611826 14.62777972236179))"
652,21,"POLYGON ((121.0837582611826 14.62867904272552, 121.0837582611826 14.62957836308924, 121.0846876653523 14.62957836308924, 121.0846876653523 14.62867904272552, 121.0837582611826 14.62867904272552))"
653,24,"POLYGON ((121.0837582611826 14.62957836308924, 121.0837582611826 14.63047768345297, 121.0846876653523 14.63047768345297, 121.0846876653523 14.62957836308924, 121.0837582611826 14.62957836308924))"
654,21,"POLYGON ((121.0837582611826 14.63047768345297, 121.0837582611826 14.6313770038167, 121.0846876653523 14.6313770038167, 121.0846876653523 14.63047768345297, 121.0837582611826 14.63047768345297))"
655,20,"POLYGON ((121.0837582611826 14.6313770038167, 121.0837582611826 14.63227632418042, 121.0846876653523 14.63227632418042, 121.0846876653523 14.6313770038167, 121.0837582611826 14.6313770038167))"
656,20,"POLYGON ((121.0837582611826 14.63227632418042, 121.0837582611826 14.63317564454415, 121.0846876653523 14.63317564454415, 121.0846876653523 14.63227632418042, 121.0837582611826 14.63227632418042))"
657,25,"POLYGON ((121.0837582611826 14.63317564454415, 121.0837582611826 14.63407496490787, 121.0846876653523 14.63407496490787, 121.0846876653523 14.63317564454415, 121.0837582611826 14.63317564454415))"
658,32,"POLYGON ((121.0837582611826 14.63407496490787, 121.0837582611826 14.6349742852716, 121.0846876653523 14.6349742852716, 121.0846876653523 14.63407496490787, 121.0837582611826 14.63407496490787))"
659,23,"POLYGON ((121.0837582611826 14.6349742852716, 121.0837582611826 14.63587360563532, 121.0846876653523 14.63587360563532, 121.0846876653523 14.6349742852716, 121.0837582611826 14.6349742852716))"
660,35,"POLYGON ((121.0837582611826 14.63587360563532, 121.0837582611826 14.63677292599905, 121.0846876653523 14.63677292599905, 121.0846876653523 14.63587360563532, 121.0837582611826 14.63587360563532))"
661,38,"POLYGON ((121.0837582611826 14.63677292599905, 121.0837582611826 14.63767224636277, 121.0846876653523 14.63767224636277, 121.0846876653523 14.63677292599905, 121.0837582611826 14.63677292599905))"
662,38,"POLYGON ((121.0837582611826 14.63767224636277, 121.0837582611826 14.6385715667265, 121.0846876653523 14.6385715667265, 121.0846876653523 14.63767224636277, 121.0837582611826 14.63767224636277))"
663,57,"POLYGON ((121.0837582611826 14.6385715667265, 121.0837582611826 14.63947088709022, 121.0846876653523 14.63947088709022, 121.0846876653523 14.6385715667265, 121.0837582611826 14.6385715667265))"
664,65,"POLYGON ((121.0837582611826 14.63947088709022, 121.0837582611826 14.64037020745395, 121.0846876653523 14.64037020745395, 121.0846876653523 14.63947088709022, 121.0837582611826 14.63947088709022))"
665,64,"POLYGON ((121.0837582611826 14.64037020745395, 121.0837582611826 14.64126952781767, 121.0846876653523 14.64126952781767, 121.0846876653523 14.64037020745395, 121.0837582611826 14.64037020745395))"
666,68,"POLYGON ((121.0837582611826 14.64126952781767, 121.0837582611826 14.6421688481814, 121.0846876653523 14.6421688481814, 121.0846876653523 14.64126952781767, 121.0837582611826 14.64126952781767))"
667,67,"POLYGON ((121.0837582611826 14.6421688481814, 121.0837582611826 14.64306816854512, 121.0846876653523 14.64306816854512, 121.0846876653523 14.6421688481814, 121.0837582611826 14.6421688481814))"
709,12,"POLYGON ((121.0846876653523 14.62238380017944, 121.0846876653523 14.62328312054317, 121.085617069522 14.62328312054317, 121.085617069522 14.62238380017944, 121.0846876653523 14.62238380017944))"
710,11,"POLYGON ((121.0846876653523 14.62328312054317, 121.0846876653523 14.62418244090689, 121.085617069522 14.62418244090689, 121.085617069522 14.62328312054317, 121.0846876653523 14.62328312054317))"
711,6,"POLYGON ((121.0846876653523 14.62418244090689, 121.0846876653523 14.62508176127062, 121.085617069522 14.62508176127062, 121.085617069522 14.62418244090689, 121.0846876653523 14.62418244090689))"
712,4,"POLYGON ((121.0846876653523 14.62508176127062, 121.0846876653523 14.62598108163434, 121.085617069522 14.62598108163434, 121.085617069522 14.62508176127062, 121.0846876653523 14.62508176127062))"
713,5,"POLYGON ((121.0846876653523 14.62598108163434, 121.0846876653523 14.62688040199807, 121.085617069522 14.62688040199807, 121.085617069522 14.62598108163434, 121.0846876653523 14.62598108163434))"
714,10,"POLYGON ((121.0846876653523 14.62688040199807, 121.0846876653523 14.62777972236179, 121.085617069522 14.62777972236179, 121.085617069522 14.62688040199807, 121.0846876653523 14.62688040199807))"
715,12,"POLYGON ((121.0846876653523 14.62777972236179, 121.0846876653523 14.62867904272552, 121.085617069522 14.62867904272552, 121.085617069522 14.62777972236179, 121.0846876653523 14.62777972236179))"
716,15,"POLYGON ((121.0846876653523 14.62867904272552, 121.0846876653523 14.62957836308924, 121.085617069522 14.62957836308924, 121.085617069522 14.62867904272552, 121.0846876653523 14.62867904272552))"
717,14,"POLYGON ((121.0846876653523 14.62957836308924, 121.0846876653523 14.63047768345297, 121.085617069522 14.63047768345297, 121.085617069522 14.62957836308924, 121.0846876653523 14.62957836308924))"
718,13,"POLYGON ((121.0846876653523 14.63047768345297, 121.0846876653523 14.6313770038167, 121.085617069522 14.6313770038167, 121.085617069522 14.63047768345297, 121.0846876653523 14.63047768345297))"
719,14,"POLYGON ((121.0846876653523 14.6313770038167, 121.0846876653523 14.63227632418042, 121.085617069522 14.63227632418042, 121.085617069522 14.6313770038167, 121.0846876653523 14.6313770038167))"
720,14,"POLYGON ((121.0846876653523 14.63227632418042, 121.0846876653523 14.63317564454415, 121.085617069522 14.63317564454415, 121.085617069522 14.63227632418042, 121.0846876653523 14.63227632418042))"
721,22,"POLYGON ((121.0846876653523 14.63317564454415, 121.0846876653523 14.63407496490787, 121.085617069522 14.63407496490787, 121.085617069522 14.63317564454415, 121.0846876653523 14.63317564454415))"
722,23,"POLYGON ((121.0846876653523 14.63407496490787, 121.0846876653523 14.6349742852716, 121.085617069522 14.6349742852716, 121.085617069522 14.63407496490787, 121.0846876653523 14.63407496490787))"
723,23,"POLYGON ((121.0846876653523 14.6349742852716, 121.0846876653523 14.63587360563532, 121.085617069522 14.63587360563532, 121.085617069522 14.6349742852716, 121.0846876653523 14.6349742852716))"
724,24,"POLYGON ((121.0846876653523 14.63587360563532, 121.0846876653523 14.63677292599905, 121.085617069522 14.63677292599905, 121.085617069522 14.63587360563532, 121.0846876653523 14.63587360563532))"
725,26,"POLYGON ((121.0846876653523 14.63677292599905, 121.0846876653523 14.63767224636277, 121.085617069522 14.63767224636277, 121.085617069522 14.63677292599905, 121.0846876653523 14.63677292599905))"
726,25,"POLYGON ((121.0846876653523 14.63767224636277, 121.0846876653523 14.6385715667265, 121.085617069522 14.6385715667265, 121.085617069522 14.63767224636277, 121.0846876653523 14.63767224636277))"
