osm_id,amenity,name,building,way_area,shop,area,geometry,icon
290925864,,,house,167.023,,167.023746231559,"POLYGON ((121.0891038 14.6470203998656, 121.0891269 14.64675939986557, 121.0891765 14.64676349986557, 121.0891534 14.6470244998656, 121.0891038 14.6470203998656))",home
290925866,,,house,191.424,,191.42144698282,"POLYGON ((121.0932578 14.64929709986586, 121.093419 14.64925309986586, 121.093444 14.64933899986587, 121.0932829 14.64938299986587, 121.0932578 14.64929709986586))",home
290925870,,,house,83.3125,,83.3130791900719,"POLYGON ((121.0929407 14.64921779986586, 121.0930228 14.64917309986585, 121.0930578 14.64923319986586, 121.0929757 14.64927799986586, 121.0929407 14.64921779986586))",home
290925872,,,house,67.2129,,67.2141259914653,"POLYGON ((121.0922041 14.64960099986591, 121.0922906 14.6495701998659, 121.0923109 14.6496236998659, 121.0922244 14.64965439986591, 121.0922041 14.64960099986591))",home
290925873,,,house,175.926,,175.922771953312,"POLYGON ((121.0934959 14.65035249986599, 121.0936133 14.65029119986598, 121.0936639 14.650381699866, 121.0935465 14.650443099866, 121.0934959 14.65035249986599))",home
290925875,,,house,213.773,,213.772930168322,"POLYGON ((121.0900876 14.64297869986512, 121.0901509 14.6428355998651, 121.0902495 14.64287649986511, 121.0901862 14.64301949986513, 121.0900876 14.64297869986512))",home
290925877,,,house,40.7148,,40.7114048895145,"POLYGON ((121.0920153 14.650398299866, 121.0920758 14.65038599986599, 121.0920866 14.650436399866, 121.0920261 14.650448599866, 121.0920153 14.650398299866))",home
290925880,,,house,79.5039,,79.5057625926371,"POLYGON ((121.0924547 14.64969869986591, 121.092545 14.64965189986591, 121.0925746 14.64970529986591, 121.0924843 14.64975209986592, 121.0924547 14.64969869986591))",home
290925882,,,house,109.045,,109.042828678276,"POLYGON ((121.0929304 14.64930619986587, 121.0930371 14.64924799986586, 121.0930724 14.64930859986586, 121.0929657 14.64936669986587, 121.0929304 14.64930619986587))",home
290925887,,,house,168.277,,168.275470963012,"POLYGON ((121.0897309 14.64437239986529, 121.0897686 14.64428399986528, 121.0898956 14.64433469986528, 121.0898579 14.64442309986529, 121.0897309 14.64437239986529))",home
290925889,,,house,117.381,,117.380766936611,"POLYGON ((121.0919373 14.65033449986599, 121.0920608 14.65030959986598, 121.0920762 14.65038069986599, 121.0919527 14.65040559986599, 121.0919373 14.65033449986599))",home
290925891,,,house,45.0625,,45.0632671029783,"POLYGON ((121.0923577 14.64973829986591, 121.092404 14.64971429986591, 121.0924367 14.64977329986592, 121.0923903 14.64979729986592, 121.0923577 14.64973829986591))",home
290925893,,,house,30.582,,30.5807695744525,"POLYGON ((121.0924117 14.64971599986592, 121.0924464 14.64969799986591, 121.092476 14.64975139986592, 121.0924412 14.64976939986592, 121.0924117 14.64971599986592))",home
290925895,,,house,120.287,,120.286339675759,"POLYGON ((121.0921519 14.64947469986588, 121.0922682 14.64943329986588, 121.0922952 14.64950449986589, 121.0921789 14.64954579986589, 121.0921519 14.64947469986588))",home
290925904,,,house,229.389,,229.388350266236,"POLYGON ((121.0898354 14.64416679986526, 121.0898764 14.64406629986525, 121.0900305 14.64412519986525, 121.0899894 14.64422579986527, 121.0898354 14.64416679986526))",home
290925907,,,house,207.211,,207.209967761961,"POLYGON ((121.0888512 14.64683079986557, 121.088865 14.64673249986556, 121.0890266 14.64675369986556, 121.0890128 14.64685199986558, 121.0888512 14.64683079986557))",home
290925911,,,house,90.623,,90.6222732673838,"POLYGON ((121.0921386 14.64941449986588, 121.0922598 14.64937139986588, 121.0922793 14.64942289986588, 121.0921581 14.64946589986588, 121.0921386 14.64941449986588))",home
290925916,,,house,144.822,,144.821075509918,"POLYGON ((121.0934048 14.65010099986596, 121.0935474 14.65003959986595, 121.0935778 14.65010579986596, 121.0934352 14.65016719986597, 121.0934048 14.65010099986596))",home
290925922,,,house,66.8418,,66.8405553099307,"POLYGON ((121.0922878 14.64976029986592, 121.0923466 14.64972989986592, 121.0923848 14.64979889986592, 121.092326 14.64982929986593, 121.0922878 14.64976029986592))",home
290925924,,,house,138.324,,138.324751727739,"POLYGON ((121.0922861 14.64924049986586, 121.0923498 14.64920339986585, 121.0924273 14.64932779986587, 121.0923636 14.64936489986588, 121.0922861 14.64924049986586))",home
290925931,,,house,192.863,,192.867501638303,"POLYGON ((121.0891904 14.64594369986547, 121.0892078 14.64580469986545, 121.0893146 14.64581729986546, 121.0892971 14.64595629986547, 121.0891904 14.64594369986547))",home
290925933,,,house,76.8008,,76.8021938766317,"POLYGON ((121.0927315 14.64924179986586, 121.0928057 14.64920129986585, 121.0928414 14.64926269986586, 121.0927672 14.64930309986587, 121.0927315 14.64924179986586))",home
290925935,,,house,91.1016,,91.0991504896621,"POLYGON ((121.0925995 14.64930689986586, 121.092689 14.64925819986587, 121.0927241 14.64931849986586, 121.0926346 14.64936729986587, 121.0925995 14.64930689986586))",home
290925938,,,house,143.23,,143.230523850317,"POLYGON ((121.0925077 14.64892019986582, 121.0926418 14.64886859986581, 121.0926714 14.64894059986582, 121.0925373 14.64899219986583, 121.0925077 14.64892019986582))",home
290925940,,,house,141.098,,141.095302932454,"POLYGON ((121.0924095 14.6496179998659, 121.0925203 14.64956059986589, 121.092563 14.64963789986591, 121.0924522 14.64969529986591, 121.0924095 14.6496179998659))",home
290925942,,,house,338.434,,338.433318334002,"POLYGON ((121.0925284 14.64870729986579, 121.0927277 14.64863589986579, 121.0927723 14.6487524998658, 121.092573 14.64882389986581, 121.0925284 14.64870729986579))",home
290925945,,,house,70.9375,,70.9423999716434,"POLYGON ((121.0928144 14.64920629986585, 121.0928954 14.64916209986585, 121.0929256 14.64921399986586, 121.0928446 14.64925819986587, 121.0928144 14.64920629986585))",home
290925947,,,house,48.3203,,48.3221600779585,"POLYGON ((121.09236 14.6496393998659, 121.0924025 14.6496172998659, 121.0924407 14.64968629986591, 121.0923982 14.64970829986592, 121.09236 14.6496393998659))",home
290925949,,,house,188.912,,188.911151168682,"POLYGON ((121.0934442 14.64925289986586, 121.0936102 14.64920759986586, 121.0936342 14.64928989986586, 121.0934682 14.64933519986587, 121.0934442 14.64925289986586))",home
290925954,,,house,205.686,,205.685768484401,"POLYGON ((121.0927283 14.64901089986583, 121.0928636 14.64894729986582, 121.0929118 14.64904339986584, 121.0927765 14.64910689986584, 121.0927283 14.64901089986583))",home
290925957,,,house,167.461,,167.461132330248,"POLYGON ((121.0923324 14.64953759986589, 121.0924453 14.64947909986589, 121.0924951 14.6495690998659, 121.0923822 14.6496275998659, 121.0923324 14.64953759986589))",home
290925960,,,house,181.182,,181.183287330185,"POLYGON ((121.0895439 14.64430179986527, 121.0895897 14.64418409986526, 121.0896878 14.64421989986526, 121.0896626 14.64428449986527, 121.0896785 14.64429029986527, 121.0896579 14.64434339986528, 121.0895439 14.64430179986527))",home
290925962,,,house,175.705,,175.703953345191,"POLYGON ((121.0920991 14.64933169986587, 121.0922473 14.64927899986586, 121.0922783 14.64936059986587, 121.0921301 14.64941319986588, 121.0920991 14.64933169986587))",home
290925963,,,house,102.193,,102.191420714554,"POLYGON ((121.091951 14.65023909986598, 121.0920452 14.65022009986598, 121.0920627 14.65030129986598, 121.0919686 14.65032029986599, 121.091951 14.65023909986598))",home
290925965,,,house,420.102,,420.101842635303,"POLYGON ((121.0897002 14.64389109986523, 121.0897445 14.64379779986522, 121.0899732 14.64389939986523, 121.0899245 14.64400209986524, 121.0898182 14.64395489986523, 121.0897992 14.64399509986524, 121.0897034 14.64395259986524, 121.0897269 14.64390289986523, 121.0897002 14.64389109986523))",home
290925967,,,house,367.238,,367.238095304793,"POLYGON ((121.0900145 14.64309279986513, 121.0900639 14.64298139986512, 121.0902104 14.64304229986513, 121.090202 14.64306109986513, 121.0902621 14.64308599986513, 121.0902124 14.64319809986515, 121.0900927 14.64314839986514, 121.0901013 14.64312889986514, 121.0900145 14.64309279986513))",home
290925968,,,house,336.102,,336.102554433083,"POLYGON ((121.0888117 14.6470667998656, 121.0888221 14.64699019986559, 121.0888905 14.64699889986559, 121.088886 14.6470318998656, 121.0890628 14.6470544998656, 121.0890481 14.64716249986562, 121.0888486 14.64713699986561, 121.0888574 14.6470725998656, 121.0888117 14.6470667998656))",home
290925969,,,house,567.979,,567.979216094979,"POLYGON ((121.0900567 14.64332449986517, 121.0901208 14.64317989986515, 121.0904037 14.64329719986516, 121.0903555 14.64340619986517, 121.0902584 14.64336599986516, 121.0902426 14.64340159986517, 121.0900567 14.64332449986517))",home
290925970,,,house,421.404,,421.406784178566,"POLYGON ((121.0902343 14.64320759986515, 121.0902663 14.64313769986514, 121.0902818 14.64314429986514, 121.0903147 14.64307249986513, 121.0903467 14.64308619986513, 121.0903595 14.64305819986513, 121.0905027 14.64311949986514, 121.0904446 14.64324639986515, 121.0903882 14.64322229986515, 121.0903686 14.64326509986515, 121.0902343 14.64320759986515))",home
290925971,,,house,406.594,,406.595849343848,"POLYGON ((121.0892724 14.64499209986536, 121.0893158 14.64488969986535, 121.0894364 14.64493759986535, 121.0894495 14.64490679986535, 121.0895776 14.64495769986535, 121.0895304 14.64506889986536, 121.0894286 14.64502839986536, 121.0894193 14.64505039986536, 121.0892724 14.64499209986536))",home
291205751,,Bureau of Internal Revenue,commercial,1086.63,,1086.63381517435,"POLYGON ((121.0986487 14.63714669986443, 121.0986608 14.63671339986438, 121.0988538 14.63671199986439, 121.0988337 14.63700009986442, 121.0989102 14.63699359986441, 121.0989075 14.63709349986443, 121.0986487 14.63714669986443))",building
291205752,,,commercial,331.789,,331.790071349797,"POLYGON ((121.0983092 14.63896379986465, 121.098433 14.63892989986465, 121.098496 14.63912189986467, 121.0983722 14.63915579986467, 121.0983092 14.63896379986465))",building
291205753,,,house,214.656,,214.656696658399,"POLYGON ((121.0982495 14.63879289986463, 121.0984141 14.63874769986462, 121.0984421 14.63883919986463, 121.0982775 14.63888889986464, 121.0982495 14.63879289986463))",home
291205754,,,house,145.113,,145.114237866309,"POLYGON ((121.0972121 14.63791809986452, 121.0973078 14.63790899986452, 121.0973265 14.63802419986454, 121.0972331 14.63803779986454, 121.0972121 14.63791809986452))",home
291721585,,Buenviaje Bldg,commercial,1736.49,,1736.48387403928,"POLYGON ((121.1023939 14.62056239986248, 121.1032746 14.62047469986247, 121.1032941 14.62065799986249, 121.1032367 14.62066369986249, 121.1032396 14.6206907998625, 121.102929 14.6207216998625, 121.1029261 14.6206945998625, 121.1028565 14.6207015998625, 121.102855 14.62068689986249, 121.1024012 14.62060029986248, 121.1023939 14.62056239986248))",building
292034704,,,house,126.734,,126.734576429023,"POLYGON ((121.0881727 14.62387859986287, 121.0881856 14.62376219986286, 121.0882708 14.62377129986285, 121.0882533 14.62388989986287, 121.0881727 14.62387859986287))",home
294483278,,Bali Oasis,residential,75.7129,,75.7131167807068,"POLYGON ((121.0879959 14.62168239986261, 121.0880649 14.62160749986261, 121.0881089 14.62164549986261, 121.0880399 14.62172029986262, 121.0879959 14.62168239986261))",residential-community
303826544,,,house,101.289,,101.288383852,"POLYGON ((121.0989179 14.63879479986463, 121.0990024 14.63875779986463, 121.0990378 14.63883649986463, 121.0989529 14.63887249986464, 121.0989179 14.63879479986463))",home
303826545,,,house,283.898,,283.896371004435,"POLYGON ((121.0988662 14.63868249986461, 121.0990454 14.6386106998646, 121.0990924 14.63871429986462, 121.0989132 14.63878809986463, 121.0988662 14.63868249986461))",home
303826547,,,house,89.8242,,89.8267137299914,"POLYGON ((121.0989518 14.63887779986464, 121.0990819 14.63882399986463, 121.0991027 14.63886809986463, 121.0989723 14.63892399986464, 121.0989518 14.63887779986464))",home
303826548,,,house,50.6523,,50.6522157777091,"POLYGON ((121.0988786 14.63860869986461, 121.0989362 14.6385789998646, 121.0989654 14.63863549986461, 121.098906 14.63866079986462, 121.0988786 14.63860869986461))",home
303826552,,,house,181.959,,181.962119424003,"POLYGON ((121.0990033 14.63898809986465, 121.0991934 14.63890549986464, 121.0992229 14.63896549986464, 121.0990359 14.63905109986466, 121.0990033 14.63898809986465))",home
303826553,,,house,103.207,,103.208185511059,"POLYGON ((121.0990354 14.63890359986464, 121.0991602 14.63884989986464, 121.0991856 14.63890359986464, 121.0990639 14.63895719986464, 121.0990354 14.63890359986464))",home
303826555,,,house,98.8418,,98.8397501254658,"POLYGON ((121.0988019 14.63913909986467, 121.0988929 14.63909809986467, 121.098926 14.63917339986467, 121.0988391 14.63920759986467, 121.0988019 14.63913909986467))",home
303826556,,,house,178.559,,178.555194258923,"POLYGON ((121.098725 14.63906159986466, 121.0988567 14.63900159986465, 121.0988989 14.63908919986466, 121.0987689 14.63914799986467, 121.098725 14.63906159986466))",home
303826558,,,terrace,216.004,,216.003640109569,"POLYGON ((121.0986594 14.63929909986469, 121.098856 14.63920599986468, 121.0988915 14.63927929986468, 121.0986957 14.63936499986469, 121.0986594 14.63929909986469))",home
303826559,,,house,115.367,,115.366866707167,"POLYGON ((121.098856 14.63920599986468, 121.0989358 14.63917289986467, 121.0989814 14.63926629986468, 121.0989016 14.63930009986469, 121.0988915 14.63927929986468, 121.098856 14.63920599986468))",home
316682838,,Center for Family and Ministries,school,743.068,,743.063946864145,"POLYGON ((121.0801459 14.63665589986438, 121.0801497 14.63657049986436, 121.0802128 14.63657309986437, 121.0802145 14.63653369986436, 121.0801734 14.63653199986436, 121.0801787 14.63640989986435, 121.0802938 14.63641459986435, 121.0802915 14.63646729986435, 121.0805147 14.63647629986436, 121.0805131 14.63651409986436, 121.0805425 14.63651529986436, 121.0805391 14.63659469986437, 121.080296 14.63658489986437, 121.0802944 14.63662019986437, 121.0802926 14.63666189986438, 121.0801459 14.63665589986438))",college
322079507,,,house,409.424,,409.42436190932,"POLYGON ((121.0977588 14.63842739986459, 121.0979668 14.63837679986458, 121.0980086 14.6385198998646, 121.0978025 14.6385718998646, 121.0977588 14.63842739986459))",home
322079509,,,house,156.438,,156.441259996641,"POLYGON ((121.0979435 14.6385433998646, 121.0980673 14.63851419986459, 121.0980956 14.63860409986461, 121.0979718 14.63863669986461, 121.0979435 14.6385433998646))",home
322079510,,,house,127.662,,127.662300225804,"POLYGON ((121.097972 14.63864629986461, 121.098087 14.63861629986461, 121.0981109 14.63869679986462, 121.0979959 14.63872669986462, 121.097972 14.63864629986461))",home
322079514,,,commercial,60.6406,,60.6410640851433,"POLYGON ((121.0980374 14.63879999986463, 121.0980891 14.63878569986463, 121.0981186 14.63886879986464, 121.0980663 14.63888299986464, 121.0980374 14.63879999986463))",building
322079515,,,house,86.4121,,86.4133901589405,"POLYGON ((121.0979745 14.63874539986462, 121.0980871 14.63871549986462, 121.0981039 14.63877159986463, 121.0979899 14.63880009986463, 121.0979745 14.63874539986462))",home
322079517,,,house,92.4414,,92.4418709652058,"POLYGON ((121.0977717 14.63899959986466, 121.0978674 14.63897079986465, 121.0978888 14.63904019986466, 121.0977922 14.63906799986466, 121.0977717 14.63899959986466))",home
322079518,,,commercial,119.473,,119.473382462599,"POLYGON ((121.0979142 14.63827479986456, 121.0980059 14.63825129986456, 121.0980327 14.63834709986457, 121.0979429 14.63837029986458, 121.0979142 14.63827479986456))",building
322079519,,,commercial,330.527,,330.527522575531,"POLYGON ((121.0976706 14.63820189986456, 121.0979076 14.63814199986455, 121.0979345 14.63824709986456, 121.0977022 14.63830239986457, 121.0976706 14.63820189986456))",building
322080671,,,house,77.2227,,77.2235387539786,"POLYGON ((121.0982259 14.63871869986462, 121.0983099 14.63869559986462, 121.0983276 14.63876319986463, 121.0982462 14.63878629986462, 121.0982259 14.63871869986462))",home
352135185,,Loza Business Center,commercial,133.311,,133.311707817795,"POLYGON ((121.1220636 14.64266069986508, 121.1221074 14.64252799986507, 121.1221772 14.64255259986507, 121.1221374 14.64268269986508, 121.1220636 14.64266069986508))",building
352557039,,,house,78.6621,,78.6605271680629,"POLYGON ((121.092921 14.64876919986581, 121.0930039 14.6487442998658, 121.093033 14.64881209986581, 121.0929536 14.64883469986581, 121.092921 14.64876919986581))",home
352557041,,,house,70.0742,,70.0751257107926,"POLYGON ((121.0925659 14.64854959986578, 121.0926792 14.64851569986577, 121.0926978 14.64855639986578, 121.0925811 14.64859359986578, 121.0925659 14.64854959986578))",home
352561305,,,house,72.7266,,72.7292626858078,"POLYGON ((121.0942116 14.63844989986459, 121.0943071 14.63844689986458, 121.0943071 14.6385064998646, 121.0942146 14.63851099986459, 121.0942116 14.63844989986459))",home
352561306,,,house,58.8203,,58.8199294802351,"POLYGON ((121.0942015 14.63839869986458, 121.0942022 14.63835329986458, 121.0943081 14.63835849986457, 121.0943034 14.63840129986458, 121.0942015 14.63839869986458))",home
353583914,,,house,411.523,,411.522565414379,"POLYGON ((121.094245 14.64065259986485, 121.0942613 14.64053449986483, 121.0945235 14.64056209986484, 121.0945113 14.64068399986485, 121.094245 14.64065259986485))",home
353583915,,,house,213.713,,213.716092222466,"POLYGON ((121.093932 14.64070569986485, 121.0939584 14.64058569986484, 121.0940922 14.64060899986484, 121.0940628 14.64073099986486, 121.093932 14.64070569986485))",home
353583916,,,house,176.74,,176.74125249405,"POLYGON ((121.0939127 14.64081299986486, 121.0939371 14.64071859986485, 121.0940774 14.64074519986486, 121.0940529 14.64083849986487, 121.0939127 14.64081299986486))",home
353583917,,,house,54.4863,,54.4885927915508,"POLYGON ((121.0940675 14.64071949986486, 121.0940917 14.64062219986484, 121.0941314 14.64062849986484, 121.0941114 14.64072729986486, 121.0940675 14.64071949986486))",home
353583918,,,house,145.516,,145.517512684868,"POLYGON ((121.0942185 14.64074019986486, 121.0942266 14.64066119986485, 121.0943679 14.64067919986485, 121.0943586 14.64075939986486, 121.0942185 14.64074019986486))",home
353583919,,,house,167.293,,167.293994487726,"POLYGON ((121.0942021 14.64093229986488, 121.0942126 14.64085879986487, 121.0943422 14.64088479986487, 121.094327 14.64099549986489, 121.0942465 14.64098529986489, 121.0942535 14.64094239986488, 121.0942021 14.64093229986488))",home
353583920,,,house,113.879,,113.880751037688,"POLYGON ((121.09394 14.64136239986493, 121.0940426 14.64136409986493, 121.0940391 14.64145139986494, 121.09394 14.64145139986494, 121.09394 14.64136239986493))",home
353583921,,,house,92.5352,,92.5309017523308,"POLYGON ((121.0942002 14.64122409986491, 121.0942109 14.6411358998649, 121.09429 14.6411435998649, 121.0942833 14.64123189986492, 121.0942002 14.64122409986491))",home
353583922,,,house,123.369,,123.366957223181,"POLYGON ((121.094171 14.64146219986494, 121.094174 14.64138349986493, 121.0941883 14.64135499986493, 121.0942685 14.64135699986493, 121.0942594 14.64146519986495, 121.094171 14.64146219986494))",home
353583923,,,house,58.916,,58.9175456511505,"POLYGON ((121.0941769 14.64129769986492, 121.0942265 14.64129849986493, 121.0942274 14.64128909986492, 121.0942787 14.64128999986492, 121.0942752 14.64134389986493, 121.0942247 14.64134219986492, 121.0942234 14.64133589986493, 121.0941778 14.64133709986493, 121.0941769 14.64129769986492))",home
353583924,,,house,46.4805,,46.4821130669245,"POLYGON ((121.0942022 14.64128069986493, 121.0942056 14.64123399986492, 121.0942827 14.64123789986492, 121.0942787 14.64128529986492, 121.0942022 14.64128069986493))",home
353583925,,,house,107.756,,107.756263489129,"POLYGON ((121.0939213 14.64120839986492, 121.093929 14.64114349986491, 121.0940546 14.64114719986491, 121.094053 14.64121279986491, 121.0939213 14.64120839986492))",home
353583926,,,house,181.17,,181.169271354417,"POLYGON ((121.0941561 14.64162499986496, 121.0941591 14.64149419986495, 121.0942719 14.64149419986495, 121.0942587 14.64162599986496, 121.0941561 14.64162499986496))",home
353583927,,,house,118.85,,118.850396299884,"POLYGON ((121.0939243 14.64162399986496, 121.0939345 14.64154629986495, 121.0940493 14.64155419986495, 121.0940453 14.64163289986496, 121.0939243 14.64162399986496))",home
353583928,,,house,56.377,,56.377762689763,"POLYGON ((121.0941526 14.64163649986496, 121.0941958 14.64163649986496, 121.0941969 14.64174039986497, 121.0941549 14.64173929986497, 121.0941526 14.64163649986496))",home
353587954,,,house,72.2656,,72.2631066321269,"POLYGON ((121.0955286 14.64405959986525, 121.0956233 14.64401679986524, 121.0956489 14.64406209986524, 121.095556 14.64410919986525, 121.0955286 14.64405959986525))",home
353587958,,,house,153.805,,153.802358176655,"POLYGON ((121.0957335 14.64456779986531, 121.0957906 14.64453759986531, 121.0958352 14.64462439986531, 121.0959281 14.64457669986531, 121.0959438 14.64460499986531, 121.0957913 14.64468479986532, 121.0957335 14.64456779986531))",home
353587960,,,house,128.725,,128.722568808757,"POLYGON ((121.0959943 14.64491969986535, 121.0960634 14.64488729986535, 121.0961193 14.64499049986536, 121.0960218 14.64503379986536, 121.0960014 14.64499839986536, 121.0960319 14.64498269986536, 121.0959943 14.64491969986535))",home
353611254,,,house,53.7891,,53.7885293622703,"POLYGON ((121.0952478 14.6436246998652, 121.095338 14.64356989986519, 121.0953619 14.64360069986519, 121.0952715 14.6436574998652, 121.0952478 14.6436246998652))",home
353611256,,,house,39.1875,,39.1884205038566,"POLYGON ((121.0952985 14.6436521998652, 121.095366 14.64361169986519, 121.0953863 14.6436438998652, 121.0953173 14.64368599986521, 121.0952985 14.6436521998652))",home
353611258,,,house,63.416,,63.4140124074816,"POLYGON ((121.0952862 14.64370919986521, 121.0953909 14.6436491998652, 121.0954112 14.6436864998652, 121.0953106 14.64374299986521, 121.0952862 14.64370919986521))",home
353611259,,,house,80.8691,,80.8705235312224,"POLYGON ((121.0953687 14.64387339986523, 121.0954926 14.64379669986521, 121.0955065 14.64381829986522, 121.0954325 14.64386629986523, 121.0954546 14.64390099986523, 121.0954082 14.64393239986523, 121.0953687 14.64387339986523))",home
353611262,,,house,17.1387,,17.1392723593502,"POLYGON ((121.0954775 14.64388619986523, 121.0955279 14.64385369986522, 121.0955399 14.64387339986523, 121.0954908 14.64390419986523, 121.0954775 14.64388619986523))",home
353611265,,,house,73.5312,,73.5293878370572,"POLYGON ((121.0957673 14.6444740998653, 121.0958677 14.64442319986529, 121.0958934 14.6444695998653, 121.0957907 14.6445169998653, 121.0957673 14.6444740998653))",home
353611267,,,house,108.826,,108.82796667605,"POLYGON ((121.0957323 14.64439049986529, 121.0958327 14.64434559986528, 121.0958654 14.64441649986529, 121.0957673 14.64446049986529, 121.0957323 14.64439049986529))",home
353611270,,,commercial,88.7891,,88.7880786717084,"POLYGON ((121.0944781 14.64253959986507, 121.0945462 14.64248849986507, 121.0945991 14.64255139986507, 121.094531 14.64260159986508, 121.0944781 14.64253959986507))",building
353611272,,,commercial,137.629,,137.628142459284,"POLYGON ((121.0943582 14.64253959986507, 121.0944995 14.64243639986506, 121.094535 14.64248649986506, 121.0943968 14.64258879986508, 121.0943582 14.64253959986507))",building
353611275,,,house,57.6621,,57.6619998731983,"POLYGON ((121.0945711 14.64258269986507, 121.0946179 14.64254929986507, 121.0946646 14.64260829986508, 121.0946179 14.64264559986508, 121.0945711 14.64258269986507))",home
354759998,,,house,348.785,,348.78469189428,"POLYGON ((121.0978328 14.62255659986271, 121.0978677 14.62249439986271, 121.0979039 14.62249959986271, 121.0980045 14.62248529986271, 121.0981064 14.62254369986271, 121.0980394 14.62265659986272, 121.0978328 14.62255659986271))",home
358334440,restaurant,Grissini Ristorante Marikina,commercial,291.799,,291.796935029177,"POLYGON ((121.1044581 14.64223569986503, 121.1046845 14.64213339986502, 121.1047244 14.64221599986503, 121.104498 14.64231829986504, 121.1044581 14.64223569986503))",building
360546593,,,house,297.404,,297.402406917039,"POLYGON ((121.105665 14.67033389986835, 121.1058123 14.67028939986834, 121.1058587 14.67043299986836, 121.1057114 14.67047749986836, 121.105665 14.67033389986835))",home
360546595,,,house,291.873,,291.873518297083,"POLYGON ((121.1058241 14.67028389986834, 121.1059636 14.67024659986833, 121.1060069 14.67039839986835, 121.1058675 14.67043569986836, 121.1058241 14.67028389986834))",home
360546596,,,house,184.57,,184.570349211273,"POLYGON ((121.1057113 14.67048739986836, 121.1058626 14.67044669986836, 121.105888 14.67053509986837, 121.1057367 14.67057579986837, 121.1057113 14.67048739986836))",home
360546597,,,house,191.064,,191.065759351152,"POLYGON ((121.1057426 14.67058369986837, 121.1058891 14.67054359986837, 121.1059167 14.67063779986838, 121.1057702 14.67067799986838, 121.1057426 14.67058369986837))",home
360546600,,,house,163.953,,163.952875698965,"POLYGON ((121.1058194 14.6707890998684, 121.1059518 14.6707535998684, 121.1059775 14.67084339986841, 121.1058452 14.67087889986841, 121.1058194 14.6707890998684))",home
360546601,,,house,168.17,,168.168940229975,"POLYGON ((121.1058411 14.67090039986841, 121.1059771 14.67086159986841, 121.1060042 14.67095039986842, 121.1058682 14.67098919986842, 121.1058411 14.67090039986841))",home
360546602,,,house,117.766,,117.763961953162,"POLYGON ((121.1058957 14.67099329986842, 121.1060005 14.67096319986842, 121.1060253 14.67104379986843, 121.1059205 14.67107389986843, 121.1058957 14.67099329986842))",home
360546604,,,house,271.459,,271.462458505413,"POLYGON ((121.106186 14.67018919986832, 121.106323 14.67015329986832, 121.1063634 14.67029739986834, 121.1062264 14.67033329986834, 121.106186 14.67018919986832))",home
360546605,,,house,158.275,,158.275113852128,"POLYGON ((121.1060694 14.67023849986833, 121.1061784 14.67020869986833, 121.1062091 14.67031359986834, 121.1061001 14.67034349986834, 121.1060694 14.67023849986833))",home
360546607,,,house,368.309,,368.309334655332,"POLYGON ((121.1062377 14.67034289986834, 121.1063714 14.67030679986834, 121.106429 14.67050629986836, 121.1062953 14.67054239986837, 121.1062377 14.67034289986834))",home
360546608,,,house,322.037,,322.03599436947,"POLYGON ((121.1065959 14.67012659986832, 121.1067631 14.67014459986832, 121.1068038 14.67026789986834, 121.106649 14.67030889986834, 121.1065959 14.67012659986832))",home
360546609,,,house,147.107,,147.107235394974,"POLYGON ((121.1064596 14.67016439986832, 121.1065885 14.67013489986832, 121.1066091 14.67021929986833, 121.1064803 14.67024879986833, 121.1064596 14.67016439986832))",home
360546611,,,house,163.252,,163.253180800197,"POLYGON ((121.1066724 14.67031989986834, 121.1068101 14.67028429986834, 121.1068339 14.67037069986834, 121.1066962 14.67040629986835, 121.1066724 14.67031989986834))",home
360699239,,,residential,19.7891,,19.7911982921756,"POLYGON ((121.1039803 14.67233949986858, 121.1039988 14.67232419986858, 121.1040415 14.67237239986859, 121.104023 14.67238769986859, 121.1039803 14.67233949986858))",residential-community
360699241,,,residential,20.3418,,20.343010122455,"POLYGON ((121.1044007 14.67199129986854, 121.1044197 14.67197559986854, 121.1044624 14.67202389986855, 121.1044434 14.67203959986854, 121.1044007 14.67199129986854))",residential-community
360699243,,,residential,19.7285,,19.7294539144695,"POLYGON ((121.1039988 14.67232419986858, 121.1040172 14.67230889986858, 121.1040599 14.67235709986858, 121.1040415 14.67237239986859, 121.1039988 14.67232419986858))",residential-community
360699246,,,residential,38.3867,,38.3883822234465,"POLYGON ((121.1049119 14.67261299986861, 121.10495 14.67258419986861, 121.1049894 14.67263309986862, 121.1049514 14.67266189986862, 121.1049119 14.67261299986861))",residential-community
360699248,,,residential,24.2852,,24.286858322994,"POLYGON ((121.1041174 14.67245789986859, 121.1041403 14.67243799986859, 121.104183 14.6724835998686, 121.1041602 14.6725035998686, 121.1041174 14.67245789986859))",residential-community
360699252,,,residential,41.6602,,41.6571081345661,"POLYGON ((121.1043789 14.67224419986857, 121.1044209 14.67220959986857, 121.1044604 14.67225449986857, 121.1044185 14.67228909986858, 121.1043789 14.67224419986857))",residential-community
360699253,,,residential,27.127,,27.12481847297,"POLYGON ((121.1047249 14.67263039986861, 121.1047505 14.67261049986861, 121.1047922 14.67266079986862, 121.1047666 14.67268069986862, 121.1047249 14.67263039986861))",residential-community
360699255,,,residential,34.6445,,34.6432878982932,"POLYGON ((121.1043684 14.67201809986854, 121.1044007 14.67199129986854, 121.1044434 14.67203959986854, 121.1044111 14.67206639986855, 121.1043684 14.67201809986854))",residential-community
